"1994-01-12",58.75,6012400
"1994-01-13",58.25,7216800
"1994-01-14",58.75,6344000
"1994-01-17",58.5,6112400
"1994-01-18",57.38,9023600
"1994-01-19",56.75,7838000
"1994-01-20",55.88,9114000
"1994-01-21",55.13,12706400
"1994-01-24",55.75,16877200
"1994-01-25",58.88,40618000
"1994-01-26",58.75,16358400
"1994-01-27",56.63,8860800
"1994-01-28",58.13,6175600
"1994-01-31",57.88,8369600
"1994-02-01",56.88,7433600
"1994-02-02",56.5,8612800
"1994-02-03",56.25,7055200
"1994-02-04",55.5,14239600
"1994-02-07",52.38,16475200
"1994-02-08",54.75,8035200
"1994-02-09",53.88,7916400
"1994-02-10",53.38,6262400
"1994-02-11",52.5,7942000
"1994-02-14",53.38,7494800
"1994-02-15",54.38,6909600
"1994-02-16",55.25,5982800
"1994-02-17",54.88,9160800
"1994-02-18",52.63,10714800
"1994-02-22",52.63,5107600
"1994-02-23",53.75,4780800
"1994-02-24",53.25,6611600
"1994-02-25",53.38,4246800
"1994-02-28",53.13,3842800
"1994-03-01",52.88,8139600
"1994-03-02",52.75,10888400
"1994-03-03",52.88,6466000
"1994-03-04",53.25,6886800
"1994-03-07",53,7134800
"1994-03-08",52.13,18578000
"1994-03-09",55,14960400
"1994-03-10",55.5,12110000
"1994-03-11",56.13,6753200
"1994-03-14",56.13,11664000
"1994-03-15",57.75,9810000
"1994-03-16",57.63,7533600
"1994-03-17",58.25,7576400
"1994-03-18",57.88,13024800
"1994-03-21",56.88,10804000
"1994-03-22",58,7397200
"1994-03-23",57,10651600
"1994-03-24",56.88,8163600
"1994-03-25",56.5,11934000
"1994-03-28",54.38,13426000
"1994-03-29",53.63,12658800
"1994-03-30",52.5,16530000
"1994-03-31",54,13841600
"1994-04-04",53,11060000
"1994-04-05",53.5,9356400
"1994-04-06",53.5,7720000
"1994-04-07",53.25,7099600
"1994-04-08",52.88,5236400
"1994-04-11",52.63,5209200
"1994-04-12",53.75,7552800
"1994-04-13",52.88,13984400
"1994-04-14",52.5,10512000
"1994-04-15",53.88,10556000
"1994-04-18",52.88,12480000
"1994-04-19",53.5,8376000
"1994-04-20",53.25,8830800
"1994-04-21",55,35032400
"1994-04-22",58.38,22642000
"1994-04-25",58.5,12249200
"1994-04-26",58.88,8868800
"1994-04-28",57.88,9190000
"1994-04-29",57.38,7634400
"1994-05-02",57.5,6434000
"1994-05-03",58.13,5506400
"1994-05-04",58.25,6001200
"1994-05-05",57.38,4164400
"1994-05-06",56.5,7917200
"1994-05-09",56.5,7520000
"1994-05-10",57.63,7942400
"1994-05-11",58,6186800
"1994-05-12",57.63,3690400
"1994-05-13",57.5,4402000
"1994-05-16",57.63,6392400
"1994-05-17",58.63,21587600
"1994-05-18",61.63,19178400
"1994-05-19",60.88,15087600
"1994-05-20",61.38,14960400
"1994-05-23",62.13,8296400
"1994-05-24",62,11203200
"1994-05-25",63,14713600
"1994-05-26",63.25,9180000
"1994-05-27",63.88,5446400
"1994-05-31",63.5,6016400
"1994-06-01",63,6758400
"1994-06-02",63.38,9921600
"1994-06-03",61.75,9525600
"1994-06-06",61.25,9376800
"1994-06-07",62.75,5596400
"1994-06-08",62.88,6606000
"1994-06-09",61.5,4350800
"1994-06-10",62.25,5299600
"1994-06-13",62.38,8658000
"1994-06-14",63.88,11114400
"1994-06-15",64.5,7157200
"1994-06-16",63.25,5730400
"1994-06-17",62.63,12136400
"1994-06-20",61.88,6236800
"1994-06-21",61.75,9909200
"1994-06-22",61.38,5308000
"1994-06-23",61.88,4617200
"1994-06-24",60.75,9061200
"1994-06-27",59,15504000
"1994-06-28",61.5,6945600
"1994-06-29",60.88,9084400
"1994-06-30",60.38,10934000
"1994-07-01",59,15272400
"1994-07-05",57,11160000
"1994-07-06",56.5,7756400
"1994-07-07",57.38,6871600
"1994-07-08",56.5,9261600
"1994-07-11",56.88,10795600
"1994-07-12",55.75,11974800
